9.984077215194702148e-01 -3.651636652648448944e-03
9.983917474746704102e-01 -3.600600641220808029e-03
9.983720779418945312e-01 -3.536523552611470222e-03
9.983196258544921875e-01 -3.358718706294894218e-03
9.388867020606994629e-01 4.843898117542266846e-02
9.302347898483276367e-01 5.321896821260452271e-02
8.996906280517578125e-01 6.829908490180969238e-02
8.971759080886840820e-01 6.943781673908233643e-02
8.845467567443847656e-01 7.495779544115066528e-02
8.799949288368225098e-01 7.687108963727951050e-02
8.753156065940856934e-01 7.879818975925445557e-02
8.737992048263549805e-01 7.941430807113647461e-02
8.660783767700195312e-01 8.249039947986602783e-02
8.587278723716735840e-01 8.532740920782089233e-02
8.493031859397888184e-01 8.884187042713165283e-02
8.480480909347534180e-01 8.929973840713500977e-02
8.385231494903564453e-01 9.270093590021133423e-02
8.361846804618835449e-01 9.351634979248046875e-02
8.311898708343505859e-01 9.523320943117141724e-02
8.238740563392639160e-01 9.768758714199066162e-02
8.157503008842468262e-01 1.003319248557090759e-01
8.136035799980163574e-01 1.010168343782424927e-01
8.104961514472961426e-01 1.019980162382125854e-01
8.081046342849731445e-01 1.027451679110527039e-01
7.930546402931213379e-01 1.072907000780105591e-01
7.919475436210632324e-01 1.076146885752677917e-01
7.790535092353820801e-01 1.112856417894363403e-01
7.718743085861206055e-01 1.132499575614929199e-01
7.579004168510437012e-01 1.169152781367301941e-01
7.410956621170043945e-01 1.210549175739288330e-01
7.335340380668640137e-01 1.228247284889221191e-01
7.276356816291809082e-01 1.241658851504325867e-01
7.244548201560974121e-01 1.248750165104866028e-01
7.152445316314697266e-01 1.268729567527770996e-01
7.063228487968444824e-01 1.287307888269424438e-01
6.931847929954528809e-01 1.313294619321823120e-01
6.862429976463317871e-01 1.326373219490051270e-01
6.758934855461120605e-01 1.345044523477554321e-01
6.707306504249572754e-01 1.353990435600280762e-01
6.644343137741088867e-01 1.364571601152420044e-01
6.505349874496459961e-01 1.386654376983642578e-01
6.275769472122192383e-01 1.419321149587631226e-01
6.135377883911132812e-01 1.436976641416549683e-01
5.926490426063537598e-01 1.460004001855850220e-01
5.587006807327270508e-01 1.489180624485015869e-01
5.532239675521850586e-01 1.492931693792343140e-01
5.288307666778564453e-01 1.506407260894775391e-01
5.210037827491760254e-01 1.509611904621124268e-01
5.031062364578247070e-01 1.514893323183059692e-01
4.862722456455230713e-01 1.517258435487747192e-01
4.775784909725189209e-01 1.517490893602371216e-01
4.627472758293151855e-01 1.516332030296325684e-01
4.568900167942047119e-01 1.515333801507949829e-01
4.480957090854644775e-01 1.513261348009109497e-01
4.334525167942047119e-01 1.508280932903289795e-01
4.261872768402099609e-01 1.505101621150970459e-01
4.112100303173065186e-01 1.497067064046859741e-01
3.977260887622833252e-01 1.488131880760192871e-01
3.772090971469879150e-01 1.471451818943023682e-01
